Date : 2024-10-01 13:07:49
Directory : /Users/2398768715qq.com/GitHub/ITMO-Labs
Total : 1579 files,  270183 codes, 14017 comments, 17115 blanks, all 301315 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/component.json                                     | JSON            |          8 |          0 |          1 |          9 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/excanvas.js                                        | JavaScript      |      1,090 |        151 |        188 |      1,429 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/excanvas.min.js                                    | JavaScript      |          1 |          0 |          0 |          1 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/flot.jquery.json                                   | JSON            |         27 |          0 |          1 |         28 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.colorhelpers.js                             | JavaScript      |        120 |         38 |         23 |        181 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.canvas.js                              | JavaScript      |        175 |         93 |         78 |        346 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.categories.js                          | JavaScript      |        109 |         51 |         31 |        191 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.crosshair.js                           | JavaScript      |         94 |         60 |         23 |        177 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.errorbars.js                           | JavaScript      |        221 |         92 |         41 |        354 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.fillbetween.js                         | JavaScript      |        129 |         42 |         56 |        227 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.image.js                               | JavaScript      |        147 |         61 |         34 |        242 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.js                                     | JavaScript      |      2,239 |        404 |        526 |      3,169 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.navigate.js                            | JavaScript      |        199 |        101 |         47 |        347 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.pie.js                                 | JavaScript      |        526 |        128 |        167 |        821 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.resize.js                              | JavaScript      |         28 |         22 |         10 |         60 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.selection.js                           | JavaScript      |        208 |         96 |         57 |        361 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.stack.js                               | JavaScript      |        118 |         46 |         25 |        189 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.symbol.js                              | JavaScript      |         46 |         20 |          6 |         72 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.threshold.js                           | JavaScript      |         79 |         45 |         19 |        143 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.time.js                                | JavaScript      |        308 |         44 |         81 |        433 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/flot/package.json                                       | JSON            |         11 |          0 |          1 |         12 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/.bower.json                                | JSON            |         36 |          0 |          0 |         36 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/bower.json                                 | JSON            |         23 |          0 |          1 |         24 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/css/font-awesome.css                       | CSS             |      1,663 |          9 |          1 |      1,673 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/css/font-awesome.min.css                   | CSS             |          1 |          3 |          0 |          4 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/fonts/fontawesome-webfont.svg              | XML             |        520 |          0 |          0 |        520 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/bordered-pulled.less                  | Less            |         11 |          2 |          4 |         17 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/core.less                             | Less            |          8 |          2 |          2 |         12 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/extras.less                           | Less            |          0 |          2 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/fixed-width.less                      | Less            |          4 |          2 |          1 |          7 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/font-awesome.less                     | Less            |         12 |          4 |          2 |         18 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/icons.less                            | Less            |        549 |          2 |          2 |        553 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/larger.less                           | Less            |          9 |          3 |          2 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/list.less                             | Less            |         16 |          2 |          2 |         20 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/mixins.less                           | Less            |         20 |          2 |          4 |         26 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/path.less                             | Less            |         10 |          3 |          2 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/rotated-flipped.less                  | Less            |         12 |          4 |          5 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/spinning.less                         | Less            |         24 |          2 |          4 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/stacked.less                          | Less            |         17 |          2 |          2 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/less/variables.less                        | Less            |        555 |          3 |          4 |        562 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_bordered-pulled.scss                 | SCSS            |         11 |          2 |          4 |         17 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_core.scss                            | SCSS            |          8 |          2 |          2 |         12 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_extras.scss                          | SCSS            |         31 |          6 |          8 |         45 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_fixed-width.scss                     | SCSS            |          4 |          2 |          1 |          7 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_icons.scss                           | SCSS            |        549 |          2 |          2 |        553 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_larger.scss                          | SCSS            |          9 |          3 |          2 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_list.scss                            | SCSS            |         16 |          2 |          2 |         20 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_mixins.scss                          | SCSS            |         20 |          2 |          4 |         26 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_path.scss                            | SCSS            |         10 |          3 |          2 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_rotated-flipped.scss                 | SCSS            |         12 |          4 |          5 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_spinning.scss                        | SCSS            |         24 |          2 |          4 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_stacked.scss                         | SCSS            |         17 |          2 |          2 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/_variables.scss                       | SCSS            |        555 |          3 |          4 |        562 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/font-awesome/scss/font-awesome.scss                     | SCSS            |         12 |          4 |          2 |         18 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/jquery/.bower.json                                      | JSON            |         37 |          0 |          0 |         37 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/jquery/bower.json                                       | JSON            |         27 |          0 |          1 |         28 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/jquery/dist/jquery.js                                   | JavaScript      |      6,689 |      1,725 |      1,951 |     10,365 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/jquery/dist/jquery.min.js                               | JavaScript      |          1 |          1 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/metisMenu/.bower.json                                   | JSON            |         45 |          0 |          0 |         45 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/metisMenu/README.md                                     | Markdown        |         73 |          0 |         41 |        114 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/metisMenu/dist/metisMenu.min.css                        | CSS             |          1 |          8 |          1 |         10 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/bower_components/metisMenu/dist/metisMenu.min.js                         | JavaScript      |          1 |          8 |          0 |          9 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/dist/css/sb-admin-2.css                                                  | CSS             |        356 |          5 |         71 |        432 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/dist/js/sb-admin-2.js                                                    | JavaScript      |         28 |          3 |          6 |         37 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/less/mixins.less                                                         | Less            |          0 |          1 |          1 |          2 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/less/sb-admin-2.less                                                     | Less            |        282 |         13 |         72 |        367 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/sbadmin2-1.0.7/less/variables.less                                                      | Less            |         11 |          1 |          3 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/report/statistics.json                                                                         | JSON            |         66 |          0 |          0 |         66 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/load/result.csv                                                                                     | CSV             |      1,406 |          0 |          1 |      1,407 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/pass-port.bat                                                                                       | Batch           |          1 |          0 |          0 |          1 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress record.xlsx                                                                                  | Excel           |         96 |          0 |          0 |         96 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/css/dashboard.css                                                             | CSS             |         30 |         16 |          3 |         49 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/css/jquery-ui.min.css                                                         | CSS             |          1 |          5 |          1 |          7 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/css/jquery-ui.structure.min.css                                               | CSS             |          1 |          3 |          1 |          5 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/css/jquery-ui.theme.min.css                                                   | CSS             |          1 |          3 |          1 |          5 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/css/legends.css                                                               | CSS             |         36 |         17 |          9 |         62 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/css/theme.blue.css                                                            | CSS             |        179 |         43 |         12 |        234 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/curvedLines.js                                                             | JavaScript      |        274 |        134 |         76 |        484 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/customGraph.js                                                             | JavaScript      |         24 |         16 |         10 |         50 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/dashboard-commons.js                                                       | JavaScript      |        299 |        108 |         55 |        462 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/dashboard.js                                                               | JavaScript      |        166 |         47 |         23 |        236 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/graph.js                                                                   | JavaScript      |      1,299 |         70 |         48 |      1,417 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/hashtable.js                                                               | JavaScript      |        298 |         45 |         59 |        402 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/jquery-ui.min.js                                                           | JavaScript      |          8 |          4 |          1 |         13 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/jquery.cookie.js                                                           | JavaScript      |         72 |         22 |         24 |        118 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/jquery.flot.stack.js                                                       | JavaScript      |         30 |         44 |         10 |         84 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/jquery.numberformatter-1.2.3.min.js                                        | JavaScript      |          1 |          0 |          0 |          1 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/js/jquery.tablesorter.min.js                                                  | JavaScript      |          2 |          0 |          0 |          2 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/pages/CustomsGraphs.html                                                      | HTML            |        124 |         21 |         32 |        177 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/pages/OverTime.html                                                           | HTML            |        427 |         47 |         39 |        513 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/pages/ResponseTimes.html                                                      | HTML            |        304 |         34 |         36 |        374 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/content/pages/Throughput.html                                                         | HTML            |        391 |         37 |         36 |        464 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/index.html                                                                            | HTML            |        173 |         12 |         19 |        204 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/README.md                                                              | Markdown        |         16 |          0 |         12 |         28 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower.json                                                             | JSON            |         39 |          0 |          1 |         40 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/bootstrap/.bower.json                                 | JSON            |         48 |          0 |          0 |         48 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/bootstrap/README.md                                   | Markdown        |         83 |          0 |         52 |        135 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/bootstrap/dist/css/bootstrap.min.css                  | CSS             |          1 |          5 |          0 |          6 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.svg | XML             |        288 |          0 |          0 |        288 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/bootstrap/dist/js/bootstrap.min.js                    | JavaScript      |          2 |          5 |          0 |          7 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot-axislabels/.bower.json                           | JSON            |         14 |          0 |          0 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot-axislabels/README.md                             | Markdown        |         75 |          0 |         27 |        102 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot-axislabels/jquery.flot.axislabels.js             | JavaScript      |        354 |         61 |         52 |        467 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot.tooltip/.bower.json                              | JSON            |         24 |          0 |          0 |         24 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot.tooltip/bower.json                               | JSON            |         13 |          0 |          0 |         13 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot.tooltip/js/excanvas.min.js                       | JavaScript      |          1 |          0 |          0 |          1 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot.tooltip/js/jquery.flot.js                        | JavaScript      |      2,239 |        404 |        526 |      3,169 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot.tooltip/js/jquery.flot.tooltip.js                | JavaScript      |        332 |         79 |         80 |        491 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot.tooltip/js/jquery.flot.tooltip.min.js            | JavaScript      |          1 |         11 |          0 |         12 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot.tooltip/js/jquery.flot.tooltip.source.js         | JavaScript      |        332 |         68 |         80 |        480 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/.bower.json                                      | JSON            |         19 |          0 |          0 |         19 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/.travis.yml                                      | YAML            |          3 |          0 |          1 |          4 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/API.md                                           | Markdown        |      1,160 |          0 |        339 |      1,499 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/CONTRIBUTING.md                                  | Markdown        |         69 |          0 |         30 |         99 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/FAQ.md                                           | Markdown        |         54 |          0 |         22 |         76 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/Makefile                                         | Makefile        |          6 |          2 |          5 |         13 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/NEWS.md                                          | Markdown        |        692 |          0 |        335 |      1,027 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/PLUGINS.md                                       | Markdown        |        109 |          0 |         35 |        144 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/README.md                                        | Markdown        |         76 |          0 |         35 |        111 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/component.json                                   | JSON            |          8 |          0 |          1 |          9 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/excanvas.js                                      | JavaScript      |      1,090 |        151 |        188 |      1,429 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/excanvas.min.js                                  | JavaScript      |          1 |          0 |          0 |          1 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/flot.jquery.json                                 | JSON            |         27 |          0 |          1 |         28 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.colorhelpers.js                           | JavaScript      |        120 |         38 |         23 |        181 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.canvas.js                            | JavaScript      |        175 |         93 |         78 |        346 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.categories.js                        | JavaScript      |        109 |         51 |         31 |        191 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.crosshair.js                         | JavaScript      |         94 |         60 |         23 |        177 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.errorbars.js                         | JavaScript      |        221 |         92 |         41 |        354 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.fillbetween.js                       | JavaScript      |        129 |         42 |         56 |        227 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.image.js                             | JavaScript      |        147 |         61 |         34 |        242 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.js                                   | JavaScript      |      2,239 |        404 |        526 |      3,169 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.navigate.js                          | JavaScript      |        199 |        101 |         47 |        347 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.pie.js                               | JavaScript      |        526 |        128 |        167 |        821 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.resize.js                            | JavaScript      |         28 |         22 |         10 |         60 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.selection.js                         | JavaScript      |        208 |         96 |         57 |        361 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.stack.js                             | JavaScript      |        118 |         46 |         25 |        189 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.symbol.js                            | JavaScript      |         46 |         20 |          6 |         72 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.threshold.js                         | JavaScript      |         79 |         45 |         19 |        143 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/jquery.flot.time.js                              | JavaScript      |        308 |         44 |         81 |        433 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/ProgramTest/Lab4/stress/report/sbadmin2-1.0.7/bower_components/flot/package.json                                     | JSON            |         11 |          0 |          1 |         12 |
